cardId,exampleId,wordsBefore,wordsAfter,beforeHash,afterHash,rationale,reviewType,independentReview,liveTested
D230,D230-single-a,35,46,04c48a3051424492ca991df147a8a6165fb22dddbdf80e6f7812280fe046b3dd,753e878fa5163199c95bb4fc1e14babaa6cefbd0ab7c4879c522d261405f19b8,A genuinely answers an earlier safe question instead of the current dangerous one; B's repeated redirection supplies another safe answer to revisit.,internal-editorial-rewrite,False,False
D230,D230-single-b,36,47,0c5dc2dd94422f1d09947bf8e121660abd75622597650c5bd06f615a44e3b7cc,7dbec9484fc6282753281293ab160fd763edd73c39c78c05d6610bcc31a94a69,A genuinely answers an earlier safe question instead of the current dangerous one; B's repeated redirection supplies another safe answer to revisit.,internal-editorial-rewrite,False,False
D231,D231-single-a,36,37,c634bca3a4e42e317e3bba18cca51b9b58e045b4f66a8878a53c608b16652de0,e8c24f0ae52d64b45baa83999602d55fe9d7085e2cd245cbf8af0637f8e0085e,A protects by disclosing connected facts in stages; each new detail changes what the earlier reassuring phrase meant.,internal-editorial-rewrite,False,False
D231,D231-single-b,39,39,14f9e6378386ceded4ce843b6bb142642f01de881e5a3b17398658d99ff2e068,38a8d213149605a46df0ab2573cab20d13a94393c2cbaf9550f5187fbd0ca688,A protects by disclosing connected facts in stages; each new detail changes what the earlier reassuring phrase meant.,internal-editorial-rewrite,False,False
D232,D232-single-a,34,40,db19e3af0bfc394db5438a3357466a32dd2a76099e88564a228107a425a4ddb6,5521ceb8fdd14988ae8d0f3f84cc1af0624326275303dba55373b1375e2aaaf1,A's partial admission creates a specific reciprocal gap; B's focus on A's guilt is acknowledged but directed back to the missing contribution.,internal-editorial-rewrite,False,False
D232,D232-single-b,37,40,9a32f9ce8b1cdd89d5de16a0f5c759a85728a2d9f27e037afbff244a10b63ba5,7e21fbd6aa0d3cf9ab0cd5706d670af41475b1b87f6dc3a0a5e093ca90dc2709,A's partial admission creates a specific reciprocal gap; B's focus on A's guilt is acknowledged but directed back to the missing contribution.,internal-editorial-rewrite,False,False
D233,D233-single-a,38,35,c1c9f38b70592825a097fbfac98c0e6fe14723ae3293655e9790b2427fbf9205,482c74efa2f8b06fa50e5c74db311c1e382c5fb500e7047587dee106798453f3,"A uses an earlier warning as supposedly planned foreshadowing of failure; B's accusation is reframed as narrative preparation, not denied evidence.",internal-editorial-rewrite,False,False
D233,D233-single-b,29,45,4db71a46087328528dfccf3e2d6d3b47ed523de6924d0f683a7681df22c018fe,88c5941844d0ba3a67b98efc966e6711078640d4aee6e716e82d0e1fd8c3399b,"A uses an earlier warning as supposedly planned foreshadowing of failure; B's accusation is reframed as narrative preparation, not denied evidence.",internal-editorial-rewrite,False,False
D234,D234-single-a,32,42,a3249629de363f6c7da8f417adb5911a5594609cf6b17c81a551c0f727aa64b7,bedb5db1dfa2da7ea429af6b60c3289f484eae441376a6c31cdb05b1a4d37c66,A turns earlier vague or wrong words into precise retrospective predictions; B's literal reading receives a new interpretation.,internal-editorial-rewrite,False,False
D234,D234-single-b,28,41,95fc53a78152c64c1a4dfdf79f520c14637466c3e983d8b393c7fb6c04942901,05a048ff6c31cfc946f1b37405edbcdc660e85940d79ac9e034965bc2a2e8763,A turns earlier vague or wrong words into precise retrospective predictions; B's literal reading receives a new interpretation.,internal-editorial-rewrite,False,False
D235,D235-single-a,27,38,cbcb4d218fec001b46f4d8c92a555c0065244959a1f1463f8f0012a6af45c560,797162d9a79008a60039c54e4c2c36837642cb2b3b8ba73af8388c6bdff67c15,A changes the category after losing and invites comparison on the new measure; B's challenge produces a further related reversal.,internal-editorial-rewrite,False,False
D235,D235-single-b,34,36,d66a44f44b423e14c4b62d4d1c1505ad0729e79baf6645a6f8fcf630b598e95b,1eb922fc70e4806d67e407d6dbfd991831c8ff0281be67e5e021a9dfe2575dc6,A changes the category after losing and invites comparison on the new measure; B's challenge produces a further related reversal.,internal-editorial-rewrite,False,False
D236,D236-single-a,33,45,b11b46b4aa7c44cd4c4f5874e57b7032a531c47efe01827894de2a462b95bb63,927461f86aa06a1b4d02ffbe95ef23de4555d85e2f6de2447654d1fe8f5dbc2f,A returns to the opening hope and broadens its meaning after setbacks; each revision preserves a recognisable original aim.,internal-editorial-rewrite,False,False
D236,D236-single-b,37,37,682b44f8b4553f7b4ec7af7db4d2e56e46bb24e99d946c5205cbd1766ff2aa5d,7c95edc6df78341a5f9e95790566e764df899435cd7ea3d17c880bc2fb673fa9,A returns to the opening hope and broadens its meaning after setbacks; each revision preserves a recognisable original aim.,internal-editorial-rewrite,False,False
D237,D237-single-a,33,48,829b624d699ef34e1c09d178471b0e55f43d469d5bc0407a95b7b6524b5f1618,23348fbf857a2f6795b043c4b6c6314e16c65417ee5620b74d0e1dbac18ead96,Warmth grows while wording sounds increasingly final; B notices the goodbye and A wraps it in further care rather than a unrelated threat.,internal-editorial-rewrite,False,False
D237,D237-single-b,32,47,c1de3f90f452da15a57c8d328322f000cb231be19168d20de48cc59468c1adfa,19beecd82585b2572eaad1249aa16c9c8f082eaa344b7bf8428369b9640b3e94,Warmth grows while wording sounds increasingly final; B notices the goodbye and A wraps it in further care rather than a unrelated threat.,internal-editorial-rewrite,False,False
D238,D238-single-a,36,44,2b083f14aeed3c359f8ebc7c70bb64f04470b0f52a22cf90f2897965aa2c8354,abe375dea31624a3c159bd2954be18ed20cd427d5b0e9fe4e20baab95726ded7,A gives each offer a practical and relational price; B's cash solution makes the emotional cost explicit rather than interchangeable.,internal-editorial-rewrite,False,False
D238,D238-single-b,35,42,3d674dc3f0b304a1e2cf727f4094280bb58f2a438c3662b09261da8d14a71636,e75dc32d25660a396cb2c8d9eba24f835d296b3a88ef4fab4248f66226ac1bfe,A gives each offer a practical and relational price; B's cash solution makes the emotional cost explicit rather than interchangeable.,internal-editorial-rewrite,False,False
D239,D239-single-a,36,41,a478cbd9e5137649d04f3865499a0b75b8a6540262b0ecaf02dd174c272eb490,d479df935207816528afc6ccc45b8155160c8f2b6a44815914e3bcb4460578ec,A returns to exact earlier wording to limit an expanding obligation; B's paraphrase is tested against the remembered sentence.,internal-editorial-rewrite,False,False
D239,D239-single-b,32,35,3a8eb63deab51d81d792cd73e71169c00f6852de5b27b20e97c09b90fe83a5b0,eaa9fcf45f39980edd9f0f77de8f6e1c5da87fab169d2f45c8feef83644fcb13,A returns to exact earlier wording to limit an expanding obligation; B's paraphrase is tested against the remembered sentence.,internal-editorial-rewrite,False,False
D240,D240-single-a,41,57,4badead22795e5c7330246cd811cf26d61513e440caf1cddefd4185b021b3ca9,076c41ef431a0579cb271164e1c817d4e10f61d286f19a75279fefda54d2741d,Early details return as connected consequences rather than a random inventory; each callback tightens one causal problem.,internal-editorial-rewrite,False,False
D240,D240-single-b,40,57,d90db7f11b59500ff48591dc9d266348ca8792d96333323ab5d72558bb563f1c,1f2be2420abb7482d1358884a839a3bead985e9f74fecf7c0ae6b5ddca85df75,Early details return as connected consequences rather than a random inventory; each callback tightens one causal problem.,internal-editorial-rewrite,False,False
S01,S01-single-a,36,28,2333436f6ee101ef81a9255f82466a6e749f41f9bf23d1f8d273e7d41546e603,e021bd65016e210f9d22b7e5519956d565a26e8703c8ca4eca43dfeaa0063265,Approval is imposed on an ordinary peer exchange; B tests whether A claims authority even over independent choices.,internal-editorial-rewrite,False,False
S01,S01-single-b,41,30,7c248eba6fbdd4ea0d92853eab53aa789a725d86c405b05fefa498dfcc58a456,0e29a75dade9b295068df940634818a6b981ee4a98b59c321949f15040dbe7b2,Approval is imposed on an ordinary peer exchange; B tests whether A claims authority even over independent choices.,internal-editorial-rewrite,False,False
S02,S02-single-a,41,38,a94dbf05ba52d820a38ede4aa31b371b16149f395029d7e1f16ce55e2f948afc,689f7fc5889ad36f8176faa283b3d2004f8bec6d96b86f7a8ffba1abf7340b06,Apparent command depends on concessions; each objection costs A another piece of the rule.,internal-editorial-rewrite,False,False
S02,S02-single-b,43,33,7ffc1879139e6e84f307a9a969bdbc652987fcac0527cc79acd8ae5da1263c7d,b4c9f69663f93a8ef7839777d63418931ccc506fbea4032aaa128b5f71b2cc7e,Apparent command depends on concessions; each objection costs A another piece of the rule.,internal-editorial-rewrite,False,False
S03,S03-single-a,33,39,f780b7d32a0987e274c08ea37e5e2ac738439011f7ef18c8e3feb19dddbc6713,4ac95f3eb904c00c183de22cb2a23258ba01c6259e011c213a66df5cbdf5882c,Specific corrections escalate A's strained professional patience instead of merely declaring competence.,internal-editorial-rewrite,False,False
S03,S03-single-b,39,33,e5a203aef91f90a4fa38018fd0753992661b0fef57ac457662bec73b1d982478,a9f34fe3d3b104ec021d9ebf02754f1607535b02e26d6db3d9f1d4864fa2e805,Specific corrections escalate A's strained professional patience instead of merely declaring competence.,internal-editorial-rewrite,False,False
S04,S04-single-a,32,31,ff2cbc18cada15283963f12fb5abf2317edb1129a1bbda9b2094d7ba857f8c6b,f9a97467ca0f0737f2df27af9fc82c63783f844b3c492cd5208ac5ad610ec8e9,A copies apparent expertise and rationalizes a concrete mistake when B reveals the convention.,internal-editorial-rewrite,False,False
S04,S04-single-b,38,34,7efd423a7a347560284f7c45970ed663a6e63ccb482e3af590affdcaf6d98601,4f5287db52573a9eed1e6a2c9d44f7fc4a43210c44657871ba54f4d0b5e60112,A copies apparent expertise and rationalizes a concrete mistake when B reveals the convention.,internal-editorial-rewrite,False,False
S05,S05-single-a,44,40,770502f5c345e86d263c6336d713149f574ad1b2abe689c1361de465019a2859,f28f0a09f141feb68de09f35d2857ab521adee59582deee0c5fd9903cc5bd757,"A turns B's adult achievement into evidence of A's old instruction, then claims authorship of independence.",internal-editorial-rewrite,False,False
S05,S05-single-b,45,38,fb4dba20dd01edf665a5f605c4bcad5ea823597d0f19b86081022d34f69c371f,d990cfd13c7b2bfaececfba77d555647eeeb781e572b9bffb5c73e3b00d60c6a,"A turns B's adult achievement into evidence of A's old instruction, then claims authorship of independence.",internal-editorial-rewrite,False,False
S06,S06-single-a,44,34,38543cfd807518c23cac5fe33c25145d2282c5b0f566a24acebd32253222f273,ced8a5ebc1e78702cb72684f7434d6550a52f5f6115a2d3fac9d140bda4e8732,Modest language contrasts with decisive control over an actual resource; no partner compliance is assumed.,internal-editorial-rewrite,False,False
S06,S06-single-b,35,37,54a7aa0f1832c067d2e9ea1559b2ab8663006f561f5304baea513bf97dcc6968,b5cc86fbbab07c7de30fea88ff96c2b879b7fe16e2fb2ce57697c9dcec7edf14,Modest language contrasts with decisive control over an actual resource; no partner compliance is assumed.,internal-editorial-rewrite,False,False
S07,S07-single-a,38,34,a9110dc3b0a0e1901cfdcbd35586b30f37af846a259988523681b57651ca1a42,698983b48c96594a9e5985562ae7588c2d0479e1588193b4e0664eaeede54532,Familiar details puncture status while A responds directly to B's increasingly formal requests.,internal-editorial-rewrite,False,False
S07,S07-single-b,44,35,bf715a6df8660a5733af7e66f687eeeb16c538166709c0dc3e6bb16034b97b80,52556027db0b2f733a108f004622439d070c4c34154f95297a121494d36c46ff,Familiar details puncture status while A responds directly to B's increasingly formal requests.,internal-editorial-rewrite,False,False
S08,S08-single-a,48,42,6e7f5d7f939cf3e05ce4de22e32502d0f47f58898b646ffd84ed7716d097ba9e,df6e35c4799819ce811cb5c5a2cea44e458a5d31d9db27ff93f63acb023b8820,A converts a small past favor into an ever-expanding claim on present recognition.,internal-editorial-rewrite,False,False
S08,S08-single-b,41,33,12998d9cdc6e0d5cb5c7471e8a1e609f2e2a4cd7ac0d09c914b3909732143656,395f86d4712ffc7053bcd938d43983192f6f92269fdd318c9e8564247b9eb404,A converts a small past favor into an ever-expanding claim on present recognition.,internal-editorial-rewrite,False,False
S09,S09-single-a,41,36,a2867312fc3954f45bbf173c4bd40a7912b4a56e0ee6ac4192cb96961f971f02,664ff1e56f709f76246ab65cb1f06c4ce33f3deb46d83c1929a1d24a14197e42,"A creates unrequested solutions and resents the labor, including the labor of allowing B to help.",internal-editorial-rewrite,False,False
S09,S09-single-b,41,38,aa6dde0968073b64ea303460569cf3b59ec1fa843bc641f38ea1ac0213545438,0a56633bbcbb52f8cb7dd39e32342f873c32f87ccec5bf5f04a3e2aa709e06a6,"A creates unrequested solutions and resents the labor, including the labor of allowing B to help.",internal-editorial-rewrite,False,False
S10,S10-single-a,35,34,2b3f746f1490e3896b08dbedb4a60c691e4bbda800adf9f404fedb07ca146186,d6420f6aca36f5661ffbe0a5125aba34798868be69ee601cade7bb9509c35846,An innocent comparison is converted into a measurable contest without forcing B to compete.,internal-editorial-rewrite,False,False
S10,S10-single-b,33,30,aaa69d9f2cb087f82229ef9f67cc7885105f530897c59f2e4e61c78a52516272,787d9ab214fb5ad9bfcb7251ee7adc2afec8dbf892ae8be7be603e457043bcd3,An innocent comparison is converted into a measurable contest without forcing B to compete.,internal-editorial-rewrite,False,False
S11,S11-single-a,44,33,128ac149634315f40a31ad84ee9bf89fe08a00b103993260c5ddda5f36a5439f,87f7cd3013fcac33ed1e35286f5b40a13ad9416cc6e7fadf487960f4b8225650,A disguises dependence as verification and cannot use an alternative without consulting the trusted person.,internal-editorial-rewrite,False,False
S11,S11-single-b,47,37,273774c3f97ff562144aa6c8165eeb528770154fa6698b8646c430e34926aaf0,fd44e78b30647bf507cabca59b1cf7a7e0813876843c04eaf73c28f5cd4d82f6,A disguises dependence as verification and cannot use an alternative without consulting the trusted person.,internal-editorial-rewrite,False,False
S12,S12-single-a,36,34,749d6229fd0b9f0ccf537dda902c24b7afb69b903f552b54835fdfbdf16dbe45,9a0dd0d6c68e646a2a4761700d76933214a30968c154b52a4a044ad8e540c146,An ordinary cue activates an unnamed shared incident; A's precautions reveal its continuing weight.,internal-editorial-rewrite,False,False
S12,S12-single-b,35,37,e89a72c49a30a9c1e8686ebe18b6f06c1e6de548afc891d2eb6521c007d8a34f,854615a862988f20a829b3a52c590daa10548e0bb1291832f4b46215e4ba55bb,An ordinary cue activates an unnamed shared incident; A's precautions reveal its continuing weight.,internal-editorial-rewrite,False,False
S13,S13-single-a,38,36,8cfa346c048cabc1047eba4abfc388080265ea6e15ca1cea711169e4bfcbf631,9df8008e9544e6abe2f659cbfdd33f55f50835d5986908b07f5b34495ea85a64,"Praise becomes imitation and one-upmanship, but the original admiration remains audible.",internal-editorial-rewrite,False,False
S13,S13-single-b,35,39,f747856e555ce3e555a6b7259722441cbe5ff5e148ac4b1c5d5d27a0791297a2,ebaf4de938b0e12d79266feeaaf44d8a2da8c3aab8556803bc424da50b68f24c,"Praise becomes imitation and one-upmanship, but the original admiration remains audible.",internal-editorial-rewrite,False,False
S14,S14-single-a,35,36,49a75e0f6257684aa77ce45fc7f6c2a86ded5cf04c6f557ee5d6e26ab86d656f,3ade90ad68d041b163d6cc9aa99061f3d5e24c4dc3c8e99c3fd325a8ffe36d3f,"A protects an obsolete identity when practical facts threaten it, using the new limitation to defend the old persona.",internal-editorial-rewrite,False,False
S14,S14-single-b,39,34,883eed04e6ef77abedb71413863ad5015cb7ed5d7c7dfa25adc14b26609a51a5,4f555a27ad6b80546dbdb0cae097008be00d8163dac9798f98223f69c5961371,"A protects an obsolete identity when practical facts threaten it, using the new limitation to defend the old persona.",internal-editorial-rewrite,False,False
S15,S15-single-a,45,38,49c3c4437ace24364fe92c94879cb8ea687a644fa4e78deb45ea44f2aa225203,0a54f13c3235e839c193f07ff6dc855f1aaae222e83b12b5d11b9ab19cee9985,New accommodation is read as replacement; A turns usefulness into a claim on continued membership.,internal-editorial-rewrite,False,False
S15,S15-single-b,42,33,4e6664d06d277cacdbacbeab850ebd37cf6930ca82bfd252cf05cecf483cde2d,b3acbff60f944e9e59e54aaeca097818c5756c9c8226d6014836f7ff842cff48,New accommodation is read as replacement; A turns usefulness into a claim on continued membership.,internal-editorial-rewrite,False,False
S16,S16-single-a,38,33,7c6241d4e520cd870a70b594f1d1e6f52235530d61d2b4595606b005792f0bb7,0753210107d4cd72a3f0ec2179548b4c7d086eaf194921c5514512e67fdac25c,"A treats preference itself as proof that B needs A's protection, escalating control while claiming care.",internal-editorial-rewrite,False,False
S16,S16-single-b,40,32,d52defab9b9ee40e32b8b29ae19361f12c4dd59225b2541f483dfccd3be82a00,25cfee02c57d19c2787a75318b8a028bfe2af3e28b21da3c8532080a2099fad4,"A treats preference itself as proof that B needs A's protection, escalating control while claiming care.",internal-editorial-rewrite,False,False
S17,S17-single-a,37,35,ddfb4cf914d49b77e2cd4cf43c999420b620728b8fb6333557543f992c27dc76,58cc2ab5c49ca73616733a7a6708835edc476f0917c009e3806f11b6bb2a8f16,A denies seeking approval while visibly revising the exact choice B comments on.,internal-editorial-rewrite,False,False
S17,S17-single-b,36,34,9071bd2ad3ab3125a1deb50734eaf4fd8b1fe8e201207d087257ddbc2169f1de,f00dd8c959af6323a5d58c85274524b6e7cf941fbaa6034b0ccf206c8f5ae033,A denies seeking approval while visibly revising the exact choice B comments on.,internal-editorial-rewrite,False,False
S18,S18-single-a,43,38,1e7d9767d2ed19078163a8cf664ac8daad1399b531a555ad7d328ff43b789945,1985c2aa713073535ab290d9a7abba8588883b2aa6eaf2f65999df57562e2862,A arranges increasingly overt opportunities for praise while denying any request for it.,internal-editorial-rewrite,False,False
S18,S18-single-b,40,35,47342b0b94b906c9bae33d51823f557a63596ddeb207d4f62fe88f0d28e05249,07c2ec363164341d4e2bc7de58223d3ffe91a59b216b588302e8401b6c39759a,A arranges increasingly overt opportunities for praise while denying any request for it.,internal-editorial-rewrite,False,False
S19,S19-single-a,39,30,769e5b0a097a936506c7e08fdbd19b638a3eaf99255df05884dce83bf9b1f3cc,86354999b85dbf11a7560856492bf51ec178bb111f510fadcad69e94af2feddf,Ordinary steps acquire ceremonial meaning; B's convenience becomes a threat to ritual continuity.,internal-editorial-rewrite,False,False
S19,S19-single-b,38,32,85da01f68424c3fa0fa0087a3c2242e4fe0486482210f145afce818556c96281,a4b56f5c844a21fe93d1e818178de5d03b3966101063b0ebf27498f00318565d,Ordinary steps acquire ceremonial meaning; B's convenience becomes a threat to ritual continuity.,internal-editorial-rewrite,False,False
S20,S20-single-a,42,36,20f5bcaa20ca16d498c5e51a42278f1d491583e8b939c91483b01ae4682a54c5,212913a68b0f66509e55619e205f4764849c46744cb6bad03b8dc2e42629d7e3,"A escalates precautions from a tiny factual trigger, not by merely shouting that there is danger.",internal-editorial-rewrite,False,False
S20,S20-single-b,39,34,a3b116ff7c82be4dce0423f6996321413b967cacf2fee8a9627d588f07f546cc,a9e65a6092e2a7fb69c44401c8f953d0741aa57d730398f2fb33b4fe65ed0447,"A escalates precautions from a tiny factual trigger, not by merely shouting that there is danger.",internal-editorial-rewrite,False,False
S21,S21-single-a,36,32,a159e0046c8b9395fe28ce836849f9ee258b43c693ef145dd4d3e1602645afd2,79d7d5ca2702819db356de6508962fd6994f4778eaee1faf03e71aa3480b6ae5,A interprets each development as a victory from the outset; B adds facts rather than asking for positivity.,internal-editorial-rewrite,False,False
S21,S21-single-b,35,38,20c4f2e20a425fc6b6e6ea2a92ed27bbacb2292a103324eba2ddb21382eca8b9,39aa82060e467c736cd7f457eff06dd75c415d0693c403f11009e0a07f04289d,A interprets each development as a victory from the outset; B adds facts rather than asking for positivity.,internal-editorial-rewrite,False,False
S22,S22-single-a,40,39,223fa5d8f251bf768204346b31d3f4598d97cb6dfe565df92318f970f8e25374,2d5787fc20fc02c29ebd68bc2553f7caf209edba891fc3a37b70b81ddb9d1253,The impossible premise is accepted immediately; the sustained pattern is mundane implementation.,internal-editorial-rewrite,False,False
S22,S22-single-b,39,34,5e37c2f739c772633a83c8db29b8dacd4fe31bb5815d1c5e0fe245e748d9a111,adedad422b113ed88745a1db0032481bffa9479e483683c653b5c5a9313b6826,The impossible premise is accepted immediately; the sustained pattern is mundane implementation.,internal-editorial-rewrite,False,False
S23,S23-single-a,40,39,0099172aac41658299a240c58a261fe93d0435749782c988dfcb96a9bd6095ae,4a16cc060dfd29df9cf70febb1281917b960bb2094cf49babdd859b12a0a7d62,One small object remains the center of concern as B introduces larger practical stakes.,internal-editorial-rewrite,False,False
S23,S23-single-b,42,36,3358f2e8936847384c19e3367f065c2e82d079eb6b2978ef0a03e4b33fdcca5c,06573fb294c3187a6839076ffca391d020282900b6cc0f7b0fce10235892e324,One small object remains the center of concern as B introduces larger practical stakes.,internal-editorial-rewrite,False,False
S24,S24-single-a,44,33,ee60e66726677706bddcf8b0224326087bef370db014319a44a48db998c056c5,49c45a63a42b7b7f0f8cde088f6f0958ef505aab7c629918a310b76e939029fb,Coincidences and interruptions reinforce one larger plan; disconfirming details are connected rather than ignored.,internal-editorial-rewrite,False,False
S24,S24-single-b,40,34,b1390b1bc6f8d0cb4fe48f3d3a3e8dd9f38e33be9d7d5be09a331786713814c4,aab420fc87bc3ae182495661f377f66fdb1a4acf5b6fdeeddf8480ab4b64280f,Coincidences and interruptions reinforce one larger plan; disconfirming details are connected rather than ignored.,internal-editorial-rewrite,False,False
S25,S25-single-a,39,31,53b396dd3f08fd1740320d02ef2b8c04048a4bd7641fe3b53680ee622cc1f5f2,7a9128bc74ef998e095cc7e32c0ba251ecc26a152ec8cd1ef7ad4f84f4f6fc23,A equates efficient practical choices with a right to make the next choice; B's preferences are treated as delay.,internal-editorial-rewrite,False,False
S25,S25-single-b,39,37,7b6624dafb83bb3f61bca620f7f7d658cab079469d02b72448285dfc6f3eec6a,1da83e4740e3f17dbaf4432c484eafa2ac6267f830dfed417cb48dbc4b8fa8c2,A equates efficient practical choices with a right to make the next choice; B's preferences are treated as delay.,internal-editorial-rewrite,False,False
S26,S26-single-a,36,43,269ab3bfc256467b10f6e88a0e7d54277e1ee0d5fa7c94af18b57050619c26f4,fc3cbf58bf1e28c98b5e330dd6083a7f0d8911267dc5ba3a0a8cdfb8be6fb4d5,A fills a brief cover shift with confident rules and treats any pause as a threat to legitimacy.,internal-editorial-rewrite,False,False
S26,S26-single-b,35,33,6b31e894b1b99ee56c5849420ffe0c7e662814fd3ea7e6315dfb421d080b2023,fad73a5d020c87399cdc4efcbe6d7899dd9d385f6717e3108861a7e1db10064a,A fills a brief cover shift with confident rules and treats any pause as a threat to legitimacy.,internal-editorial-rewrite,False,False
S27,S27-single-a,37,38,c33ed18de82325e16511912730e6513e76a26fb669696bd94610fa47abd23b70,480db6677af165775dd67ca743d5602a0151b31626fd1b4cedcd30d7c83ef4bf,Tiny technical standards supply the recurring behavior; settings remain consistent throughout each alternative.,internal-editorial-rewrite,False,False
S27,S27-single-b,38,30,454e26f08e32a4bf8a1813418a0b410eb175284380841e33536b2fc176f767c7,827cd002980c2a1105a0384931a4eee618bef2ecf7fb2304bc3de08ae7fcb39d,Tiny technical standards supply the recurring behavior; settings remain consistent throughout each alternative.,internal-editorial-rewrite,False,False
S28,S28-single-a,44,32,d39bd636f27f224ebda5178f5f97749a0da2b80fdc6365bafd0c28f11c27c738,9744e7a83a9603aa8fa1013246ff1bfcb3c91a107e9346035e28f48e2654e2ac,"A treats unfamiliarity as a recent local change, preserving the claim to being a regular.",internal-editorial-rewrite,False,False
S28,S28-single-b,35,27,a4d95a35d78ef32f6dca4ef0793c289a03b82393b788f35b2a9792eac288bed4,162c7050388f20db88dca87ba20970691b05d9418908bff412181e765a55b948,"A treats unfamiliarity as a recent local change, preserving the claim to being a regular.",internal-editorial-rewrite,False,False
S29,S29-single-a,37,33,6b7b7e88dbbb703bf0d170f890abe82c1cda950e9b614b5a4422b4e24e223426,211c573b8597f513b08ca1ac09c785602610c5353ab4126bab3ac448a3fee4ca,A refuses to let competence eliminate a teaching opportunity; the mundane lesson grows increasingly supervised.,internal-editorial-rewrite,False,False
S29,S29-single-b,36,32,e795909e2fe8b5352dcc31d43d526993139e8be6e42449f510ec07d52c16f073,b2bde337af1cf96e1aea67a3b902b96c5b5dd708d76a9f1161357e45f3016874,A refuses to let competence eliminate a teaching opportunity; the mundane lesson grows increasingly supervised.,internal-editorial-rewrite,False,False
S30,S30-single-a,44,34,f959147244d9d7fa68869102587b2dd70de34f421763a99f15eb4bc79117802b,b0675bf7491d29dc324f48c827d8a004e3a0f3faf31eba8e473a687bbf8e7640,Small logistical knowledge becomes quiet leverage; B's alternative depends on another detail A controls.,internal-editorial-rewrite,False,False
S30,S30-single-b,41,33,cb304e3b4f2a6f4421f4681e891d88a75f63fc8ab6eed3b08a25bcd288a8f715,99fa3790269fa9ce75187b6285a9a223369b9cf153c0fbd272ef8ecfabc05ab0,Small logistical knowledge becomes quiet leverage; B's alternative depends on another detail A controls.,internal-editorial-rewrite,False,False
S31,S31-single-a,36,33,9cb5189e6e3147347494a7139c8f923b46d0408cbc64cd595993fe7673b95175,d7c6615990e0fc3462f38c8d78fde519c25a280bb7c97b6e487399f4979b924c,A immediately operates an old shared routine and reinterprets B's changes as interruptions to it.,internal-editorial-rewrite,False,False
S31,S31-single-b,39,37,e9b2213e860ae65ef7aec4817bc978f776581dc5e003ffd05117871e0e99aa27,6e2fc405a3e1c2cf6297f3fe6ffff52aa2c690b855d6ccd03c9be63745c7a90b,A immediately operates an old shared routine and reinterprets B's changes as interruptions to it.,internal-editorial-rewrite,False,False
S32,S32-single-a,38,34,b4fb4a6ca90fa31d1e190e0d2a20a53fdb279303f2c4c0ddb23bc867bf7b43a1,225f8b94498cceac8c9e3d8cab0d97b072fe6e803e29bc9498ca2b05fc8dd18e,A's favors are itemized by circumstance rather than treated as spontaneous kindness.,internal-editorial-rewrite,False,False
S32,S32-single-b,38,30,bbaf743fd643f67b7115a61e98886a0178c043815b254a5b207660e3bb1bcab3,468c23fb6da752107328bb426c8930a2d53c9b09bfd6d9210dda3b75f7af50f7,A's favors are itemized by circumstance rather than treated as spontaneous kindness.,internal-editorial-rewrite,False,False
S33,S33-single-a,36,32,dcfd1e2e1f126c5d3a4f5930d1c54b69cd9d90536dca17c0015f2013f895369c,fa551601cf362be41f94894ad2728c49c3efb4a19643002be3c99aed964ab6ca,A turns reminders into a familiar burden and starts monitoring whether reminders themselves will be remembered.,internal-editorial-rewrite,False,False
S33,S33-single-b,42,38,08c11300f19f17dd4646853f2142483df0031929ab96d4f75b4ddf6b71384d59,3127818a4a42da935ff3b7dd25c955aeaf68d1f926046e86c5d569e170e04c48,A turns reminders into a familiar burden and starts monitoring whether reminders themselves will be remembered.,internal-editorial-rewrite,False,False
S34,S34-single-a,37,34,a85f7c8bcb8e4135aeee13b6a0aa91fefb26d1491aa391f16ac714b35906d87e,300c1fd7ef84253ef0b1404a47d197da5cbe468a39e50f0d0c6c16b94af705b5,"A scores effort and sacrifice even when B offers to cooperate, keeping a concrete measurable ledger.",internal-editorial-rewrite,False,False
S34,S34-single-b,37,34,d7a41fbb9d4939807818d006c6a4ccc9314099de51d86f743b5607cf33fe1678,a072f221d4791cef0be694b1d7b6550bd85d2d26f9ab63055cae2075fef32562,"A scores effort and sacrifice even when B offers to cooperate, keeping a concrete measurable ledger.",internal-editorial-rewrite,False,False
S35,S35-single-a,41,33,e348e8397ec5232edf7cf9b606e446a253ed5bcceeb321a2a09c6c03e93a259d,cc412f53cb9aec8ff8f55de4ba04f0578c1496acdd0ed0d47008bdd0270490f3,A depends on B's routine knowledge but disguises each request as cross-checking or testing.,internal-editorial-rewrite,False,False
S35,S35-single-b,37,35,d0373409b1c33409baf04994d6848ce2b7aa511e73377efe905d15af8fa7199c,d5ee0d4ef8ffa9f63cbabc68f1065523e00a55c9ffe12407b4fb251086dc3bcf,A depends on B's routine knowledge but disguises each request as cross-checking or testing.,internal-editorial-rewrite,False,False
S36,S36-single-a,32,40,43e39263cc61dbc17c469a0cde59a895d89ccd5a0804104c27071e8ce1dce83a,8fd9e8f08eef63e896f981cdbea1aca0e3af27fe6e7c698e0b066e6865982ecb,A reads today's small inconvenience as recurrence of a specific unresolved grievance.,internal-editorial-rewrite,False,False
